video_id,comment,cleaned_comment,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,label,,
P7Ro_Q60UBg,,"Efesiensi anggaran merupakan tawaran Alquran dalam menghadapai Masalah ekonomi sebuah negara. Maka tahuntahun program efesiensi Anggaran Memang harus kita hadapi dengan sabar demi sebuah kemakmuran yang kita citacitakan. Kita harus dukung apa yang menjadi ketetapan pemimpin kita. Allah Subhanahu wa Ta'ala berfirman Yusuf berkata, Bercocoktanamlah kamu tujuh tahun berturutturut! Kemudian apa yang kamu tuai, biarkanlah di tangkainya, kecuali sedikit untuk kamu makan. Y suf 1247 Kemudian, sesudah itu akan datang tujuh tahun yang sangat sulit paceklik yang menghabiskan apa yang kamu simpan untuk menghadapinya, kecuali sedikit dari apa bibit gandum yang kamu simpan. Y suf 1248 Setelah itu akan datang tahun, ketika manusia diberi hujan dengan cukup dan pada masa itu mereka memeras anggur. Y suf 1249",,,,,,,
P7Ro_Q60UBg,"Pleciden Wowo omon omon gemoy macan ompong doang tegas di panggung melempem di bawah panggung,😭😭😭","Pleciden Wowo omon omon gemoy macan ompong doang tegas di panggung melempem di bawah panggung,",,,,,0,,
P7Ro_Q60UBg,"Maaf ya tapi Makan gratis program ini juga tanpa sadar bukan hanya untuk mencegah anak-anak kelaparan atau terkena penyakit kekurangan gizi melainkan ini juga bertujuan untuk SDM anak-anak dengan adanya pendidikan gratis atau tidak selama makanan yang anak-anak konsumsi kekurangan gizi itu sama aja keberatan sebelah jadi kalau dari pandangan saya ini lebih untuk menyeimbangkan program-program yang sudah ada sebelumnya hingga pada saat era Pak Prabowo kini lebih ditingkatkan, kemudian perubahaan yang tiba-tiba membuat masyarakat cemas dan merasakan kerugian namun harapan rakyat efisiensi anggaran dan danatara dikelola dengan baik sebab jika timbul masalah yang berkepanjangan dari gagalnya setiap program  akan menjadi  penderitaan bagi masyarakat dan pemerintahan, contoh dari ini kita bisa lihat dampak negarif dan positifnya dari negara-negara yang sudah lebih dulu menerapkan hal ini. Jika ada salah kata atau kurangnya pemahaman saya tolong dikoreksi dan tambah ya, agar saya juga bisa belajar. Terima kasih❤","Maaf ya tapi Makan gratis program ini juga tanpa sadar bukan hanya untuk mencegah anakanak kelaparan atau terkena penyakit kekurangan gizi melainkan ini juga bertujuan untuk SDM anakanak dengan adanya pendidikan gratis atau tidak selama makanan yang anakanak konsumsi kekurangan gizi itu sama aja keberatan sebelah jadi kalau dari pandangan saya ini lebih untuk menyeimbangkan programprogram yang sudah ada sebelumnya hingga pada saat era Pak Prabowo kini lebih ditingkatkan, kemudian perubahaan yang tibatiba membuat masyarakat cemas dan merasakan kerugian namun harapan rakyat efisiensi anggaran dan danatara dikelola dengan baik sebab jika timbul masalah yang berkepanjangan dari gagalnya setiap program akan menjadi penderitaan bagi masyarakat dan pemerintahan, contoh dari ini kita bisa lihat dampak negarif dan positifnya dari negaranegara yang sudah lebih dulu menerapkan hal ini. Jika ada salah kata atau kurangnya pemahaman saya tolong dikoreksi dan tambah ya, agar saya juga bisa belajar. Terima kasih",,,,,0,,
P7Ro_Q60UBg,MEGARA LAIN PIKIR PENINGKATAN PRODUKTIVITAS DAN INOVASI.  INDONESIA PIKIR .MAKAN GRATIS SISWA.  ANEH..INDONESIA GELAP,MEGARA LAIN PIKIR PENINGKATAN PRODUKTIVITAS DAN INOVASI. INDONESIA PIKIR .MAKAN GRATIS SISWA. ANEH..INDONESIA GELAP,,,,,0,,
P7Ro_Q60UBg,SALAH SATU MOTOR PENGGERAK EKONOMI INDONESIA ADALAH KEGIATAN BERBAGAI INSTITUSI PEMERINTAH. EFISIENSI ANGGARAN DAPAT BERPENGARUHI MEGATIF TERHADAP EKONOMI,SALAH SATU MOTOR PENGGERAK EKONOMI INDONESIA ADALAH KEGIATAN BERBAGAI INSTITUSI PEMERINTAH. EFISIENSI ANGGARAN DAPAT BERPENGARUHI MEGATIF TERHADAP EKONOMI,,,,,0,,
P7Ro_Q60UBg,,presiden dari kalangan TNI SBY BLT Tidak Tepat sasaran Prabowo MBG Masih abu abu apakah tepat sasaran. yang dibutuhkan negara LOWONGAN KERJA SEBANYAK BANYAK NYA.M,,,,,0,,
P7Ro_Q60UBg,"saa ga punya anak pak,trussgmn dong,saya kerja dibumn taat byr pajak,gmn dong??? 😢😢😢😢","saa ga punya anak pak,trussgmn dong,saya kerja dibumn taat byr pajak,gmn dong???",,,,,0,,
P7Ro_Q60UBg,Pintar Mbanya,Pintar Mbanya,,,,,0,,
P7Ro_Q60UBg,semua ada plus minusnya,semua ada plus minusnya,,,,,1,,
P7Ro_Q60UBg,maksud pak bowo bagus tapi dampak negatif juga besar,maksud pak bowo bagus tapi dampak negatif juga besar,,,,,0,,
P7Ro_Q60UBg,SANGAT TEPAT EFISIENSI KRN SELAMA INI RAKYAT TDK TAU ANGGARAN SETIAP TAHUM BUAT SEMUA DAERAH RATUSAN TRILIUN DIPAKE SENANG SENANG UTK PERJALANAN DINAS..BELANJA. MAKAN  MINUM ATK BEMSIN UTK PEJABAT DAN PEGAWAI..PENGADAAN MOBIL.DINAS..ASET KANTOR SUKA DIBAWA PULANG,SANGAT TEPAT EFISIENSI KRN SELAMA INI RAKYAT TDK TAU ANGGARAN SETIAP TAHUM BUAT SEMUA DAERAH RATUSAN TRILIUN DIPAKE SENANG SENANG UTK PERJALANAN DINAS..BELANJA. MAKAN MINUM ATK BEMSIN UTK PEJABAT DAN PEGAWAI..PENGADAAN MOBIL.DINAS..ASET KANTOR SUKA DIBAWA PULANG,,,,,1,,
P7Ro_Q60UBg,Hasil pemangkasan anggaran di korupsi rakyat Indonesia terus miskin 😅,Hasil pemangkasan anggaran di korupsi rakyat Indonesia terus miskin,,,,,0,,
P7Ro_Q60UBg,Patch TNI lucu amat 🤣🤣🤣 besar2 bikin apa ?,Patch TNI lucu amat besar2 bikin apa ?,,,,,0,,
P7Ro_Q60UBg,Ayo pak presiden saya mendukung kebijakan anda tentang efisiensi anggaran agar maling uang rakyat kehilangan ruang gerak,Ayo pak presiden saya mendukung kebijakan anda tentang efisiensi anggaran agar maling uang rakyat kehilangan ruang gerak,,,,,1,,
P7Ro_Q60UBg,"Negeri ini saya merasakan makin hari makin mundur, banyak masalah, utang nambah, udh gitu kalangan atas malah makin senang senang klo rakyatnya makin menderita ya wajar la pd kabur keluar negeri rakyatnya","Negeri ini saya merasakan makin hari makin mundur, banyak masalah, utang nambah, udh gitu kalangan atas malah makin senang senang klo rakyatnya makin menderita ya wajar la pd kabur keluar negeri rakyatnya",,,,,0,,
P7Ro_Q60UBg,Ya ALLAH orang niat baik di kata yg kurang baik,Ya ALLAH orang niat baik di kata yg kurang baik,,,,,1,,
P7Ro_Q60UBg,Pemotongan Anggaran yg di pangkas apa btl utk rakyat😅apa nga utk kelanjutan IKN😅sbgi bls jasa x jokowi😅,Pemotongan Anggaran yg di pangkas apa btl utk rakyat apa nga utk kelanjutan IKN sbgi bls jasa x jokowi,,,,,0,,
P7Ro_Q60UBg,,emang ges satu satunya solusi yaitu tegaknya negara khilafah TEGAKKAN KHILAFAH coba kalian searching khilafah tuh seperti apa dan keuntungannya apa,,,,,0,,
P7Ro_Q60UBg,Ya berhenti aja kamu jadi warga negara indonesia.,Ya berhenti aja kamu jadi warga negara indonesia.,,,,,1,,
P7Ro_Q60UBg,yg ga setuju biasa korupsi,yg ga setuju biasa korupsi,,,,,1,,
P7Ro_Q60UBg,,"Batalkan MBG Batalkan subsidi MRT,LRT,KCJB Batalkan IKN Potong gaji dari presiden sd menteri Potong gaji Anggota H ewan",,,,,0,,
P7Ro_Q60UBg,,"Masak iya pemerintah dipaksa pakai APBN untuk hire honorer yg sebenarnya tidak diperlukan? Dipaksa pakai APBN untuk menggunakan jasa hotel, agen wisata dan perjalanan dinas yg sebenarnya tidak diperlukan hanya agar bisnis mereka bisa tetap running? Apa itu memang tindakan yg tepat?",,,,,0,,
P7Ro_Q60UBg,"Narasi dan komentar di medsos tentang keadaan negara jangan terlalu negatif dan pesimis. Membuat rakyat gelisah, senang, bangga kalau rakyat kalang kabut😜🤪😜","Narasi dan komentar di medsos tentang keadaan negara jangan terlalu negatif dan pesimis. Membuat rakyat gelisah, senang, bangga kalau rakyat kalang kabut",,,,,0,,
P7Ro_Q60UBg,Phk dimana2,Phk dimana2,,,,,0,,
P7Ro_Q60UBg,,"padahal dari efisiensi itu cuma berapa persen yang ke MBG, sisanya ke Danantara, trus Danantara ngebiayain proyek2 lagi yang jatoh ke tangan kroco kroconya dia lagi, saatnya tarik uang dari bank BUMN, pindahkan ke Swasta",,,,,0,,
P7Ro_Q60UBg,,"Pokoknya mikul duwur mendem Jero. Angkat tinggi tinggi pencitraanya, pendam dalam dalam kesalahanya dan korupsinya. Itulah watak pejabat kita",,,,,0,,
P7Ro_Q60UBg,Ngiris,Ngiris,,,,,0,,
P7Ro_Q60UBg,"Harusnya harta Koruptor yg dikejar, tutup celah korupsi dan permainan hukum.","Harusnya harta Koruptor yg dikejar, tutup celah korupsi dan permainan hukum.",,,,,0,,
P7Ro_Q60UBg,Progam aneh,Progam aneh,,,,,0,,
P7Ro_Q60UBg,Bagaimana kalau sebenarnya MBG itu dibuat karena memang sudah menyiapkan strategi menambah jumlah pengangguran?,Bagaimana kalau sebenarnya MBG itu dibuat karena memang sudah menyiapkan strategi menambah jumlah pengangguran?,,,,,0,,
P7Ro_Q60UBg,"9:29  argumentasi yg ga nyambung. Poin efisiensi pemerintah adalah anggaran yg selama ini tidak tepat sasaran dan tidak berdampak ke masyarakat luas. Ada atau tidaknya poin kegiatan yg diefisienkan sama sekali tidak berdampak ke anda mba. Dan, beneran anda sedang membandingkan negara berkembang dengan negara maju? Kita sedang berproses ke sana.","929 argumentasi yg ga nyambung. Poin efisiensi pemerintah adalah anggaran yg selama ini tidak tepat sasaran dan tidak berdampak ke masyarakat luas. Ada atau tidaknya poin kegiatan yg diefisienkan sama sekali tidak berdampak ke anda mba. Dan, beneran anda sedang membandingkan negara berkembang dengan negara maju? Kita sedang berproses ke sana.",,,,,0,,
P7Ro_Q60UBg,,Pilihan yg ideal jgn kabur Tapi berjuang mewujudkan Sistim yg sahih yg mulia dn memuliakan manusia,,,,,0,,
P7Ro_Q60UBg,"Karena bapak Presiden Pranowo ingin menepati janji-janjinya disaat kampanyenya,,,,,, demi kepentingan masyarakat miskin Bpk Prabowo memangkasnya itu juga ada gunanya untuk mengurangi korupsi di kementerian masing-masing,,,,!!! Selamat kepada Bpk presiden Prabowo masih berpihak kemasyarakat miskin dan menepati janjinya insya allah negara kita maju dan berkembang karena kemajuan,🎉dan keberhasilan ada ditangan presiden, gubernur, bupati, camat, lurah/kepala desa yang mau bekerja keras untuk kepentingan umum/masyarkat bukan untuk kepentingan pribadi semata,,,,,!!!?? Hancurnya suatu negara ada ditangan presiden dan para bawahannya yang tidak jujur contohnya para koruptor baik yang ada di pemerintahan atau swasta yang merugikan negara dengan triliunan ::;;;;apa Bpk Pranowo presiden RI mampu mengatasinya atau hanya sekedar rencana dan janji-janji palsu,,,!!! Itu ada ditangan Bpk Prabowo Subianto sebagai presiden, amin amin amin amin amin🙏🙏🙏😇😇 semoga allahu SWT memberikan pemimpin yang bersih dan keberuntung mempunyai presiden RI yg mau bekerja untuk rakyat,,,, amin ya rabbil alamin,,,, semoga sukses Bpk presiden Prabowo mengatasi kemiskinan yang penuh dengan tantangan dari orang koruptor dan berani karena benar,,,!!??","Karena bapak Presiden Pranowo ingin menepati janjijanjinya disaat kampanyenya,,,,,, demi kepentingan masyarakat miskin Bpk Prabowo memangkasnya itu juga ada gunanya untuk mengurangi korupsi di kementerian masingmasing,,,,!!! Selamat kepada Bpk presiden Prabowo masih berpihak kemasyarakat miskin dan menepati janjinya insya allah negara kita maju dan berkembang karena kemajuan, dan keberhasilan ada ditangan presiden, gubernur, bupati, camat, lurahkepala desa yang mau bekerja keras untuk kepentingan umummasyarkat bukan untuk kepentingan pribadi semata,,,,,!!!?? Hancurnya suatu negara ada ditangan presiden dan para bawahannya yang tidak jujur contohnya para koruptor baik yang ada di pemerintahan atau swasta yang merugikan negara dengan triliunan apa Bpk Pranowo presiden RI mampu mengatasinya atau hanya sekedar rencana dan janjijanji palsu,,,!!! Itu ada ditangan Bpk Prabowo Subianto sebagai presiden, amin amin amin amin amin semoga allahu SWT memberikan pemimpin yang bersih dan keberuntung mempunyai presiden RI yg mau bekerja untuk rakyat,,,, amin ya rabbil alamin,,,, semoga sukses Bpk presiden Prabowo mengatasi kemiskinan yang penuh dengan tantangan dari orang koruptor dan berani karena benar,,,!!??",,,,,1,,
P7Ro_Q60UBg,yang masih percaya pemerintahan  pak prabowo boleh like❤,yang masih percaya pemerintahan pak prabowo boleh like,,,,,1,,
P7Ro_Q60UBg,"acara berita tapi bias, manusia manusia bodoh di tumpuk satu jadi berti ini, anak kecil yang belum keluar negeri aja di wawancara, gak jelas. jelekin staf kusus pasukan elit pak prabowo lagi, tanpa mengkonfirmasi, benar benar acara berita yang tidak kredibel, seperti menuduh orang terus gak minta konformasi, seperti penyebar fitnah. berita gak berkualitas. rasanya mau tinju wajah kakak yang sokk tau , gak sadar berapa orang yang menyerahkan jiwa untuk kembangin program pak prabowo, benci banget sama orang sok tau","acara berita tapi bias, manusia manusia bodoh di tumpuk satu jadi berti ini, anak kecil yang belum keluar negeri aja di wawancara, gak jelas. jelekin staf kusus pasukan elit pak prabowo lagi, tanpa mengkonfirmasi, benar benar acara berita yang tidak kredibel, seperti menuduh orang terus gak minta konformasi, seperti penyebar fitnah. berita gak berkualitas. rasanya mau tinju wajah kakak yang sokk tau , gak sadar berapa orang yang menyerahkan jiwa untuk kembangin program pak prabowo, benci banget sama orang sok tau",,,,,1,,
P7Ro_Q60UBg,sudah tepat yang dilakukan 👍🏼👏🏼,sudah tepat yang dilakukan,,,,,1,,
P7Ro_Q60UBg,"Perumahan PUPR itu hanya kepentingan pemerintah yang mencari keuntungan pribadi (bukan untuk masyarakat)bukti yang kita lihat secara nyata masyarakat banyak yang punya rumah tidak layak huni dan yang paling menyolok jalanan yang ada di pedesaan tidak layak untuk dilewati, pada hal uang negara yang dianggarkan begitu besar,,, wajar presiden Prabowo memangkasnya","Perumahan PUPR itu hanya kepentingan pemerintah yang mencari keuntungan pribadi bukan untuk masyarakatbukti yang kita lihat secara nyata masyarakat banyak yang punya rumah tidak layak huni dan yang paling menyolok jalanan yang ada di pedesaan tidak layak untuk dilewati, pada hal uang negara yang dianggarkan begitu besar,,, wajar presiden Prabowo memangkasnya",,,,,0,,
P7Ro_Q60UBg,Kalo bisa kabur gaskan aja,Kalo bisa kabur gaskan aja,,,,,0,,
P7Ro_Q60UBg,"Efisiensi"" tetep ajh yv korupsi masih adaa",Efisiensi tetep ajh yv korupsi masih adaa,,,,,0,,
P7Ro_Q60UBg,Kalau saya jujur tidak setuju,Kalau saya jujur tidak setuju,,,,,0,,
P7Ro_Q60UBg,"GEN Z TAU IKAT PINGGANG GAK SIH , INDONESIA GAK SEXY KONSUMSI LAGI GAJI KECIL , BAPAK DI PHK , ANAK GABISSA SEKOLAH BEASISWA 😅 HANYA ADEK YANG SEJAHTERA DAN KAKEK NENEK BLT 600 RIBU ITUPUN DIPOTONG 200 RB GENOSIDA TANPA SENJATA","GEN Z TAU IKAT PINGGANG GAK SIH , INDONESIA GAK SEXY KONSUMSI LAGI GAJI KECIL , BAPAK DI PHK , ANAK GABISSA SEKOLAH BEASISWA HANYA ADEK YANG SEJAHTERA DAN KAKEK NENEK BLT 600 RIBU ITUPUN DIPOTONG 200 RB GENOSIDA TANPA SENJATA",,,,,0,,
P7Ro_Q60UBg,"Utk kepentingan negara , ini solusi yg sangat tepat tapi bagi para pejabat koruptor / maling yg sdh biasa menikmati anggaran  biaya pengeluaran siluman ini merupakan beban pikiran yg sangat berat bagi mereka","Utk kepentingan negara , ini solusi yg sangat tepat tapi bagi para pejabat koruptor maling yg sdh biasa menikmati anggaran biaya pengeluaran siluman ini merupakan beban pikiran yg sangat berat bagi mereka",,,,,0,,
P7Ro_Q60UBg,CETAK UANG KERTAS yg banyak 😂😂😂,CETAK UANG KERTAS yg banyak,,,,,0,,
P7Ro_Q60UBg,Prabowo ngomong doang,Prabowo ngomong doang,,,,,0,,
P7Ro_Q60UBg,,UUD no 33 yg berbunyi Gabah petani dan seafood nelayan NON PEMERINTAH,,,,,0,,
P7Ro_Q60UBg,"Program MBG tdk berdasarkan hasil research, tdk ada penelitian yg menyatakan anak2 Indonesia kelaparan. Program brutal sm dgn gaa melon.","Program MBG tdk berdasarkan hasil research, tdk ada penelitian yg menyatakan anak2 Indonesia kelaparan. Program brutal sm dgn gaa melon.",,,,,0,,
P7Ro_Q60UBg,Gabah petani Non pemerintah 😝😝😝,Gabah petani Non pemerintah,,,,,0,,
P7Ro_Q60UBg,makan gratis tapi gak semua sekolahan blum ada tu yang nama nya makan gratis apa mungkin cuma buat sekolah yang ada di kota saja,makan gratis tapi gak semua sekolahan blum ada tu yang nama nya makan gratis apa mungkin cuma buat sekolah yang ada di kota saja,,,,,0,,
P7Ro_Q60UBg,"MBG tdk semua dpt yg masuk Tv atau yg lg syuting, jakarta aja sekolah byk yg tdk dpt apalagi daerah daerah lain itu sisa anggaran nya di korupsi rame 2 KIMPLUS","MBG tdk semua dpt yg masuk Tv atau yg lg syuting, jakarta aja sekolah byk yg tdk dpt apalagi daerah daerah lain itu sisa anggaran nya di korupsi rame 2 KIMPLUS",,,,,0,,
P7Ro_Q60UBg,"Presiden ga mau lihat anak "" Indonesia kelaparan,, tp kalo bapaknya kena PHK gmn kluarga yg lainnya bisa makan","Presiden ga mau lihat anak Indonesia kelaparan,, tp kalo bapaknya kena PHK gmn kluarga yg lainnya bisa makan",,,,,0,,
